1	1.5e+06	0.000972033	0.00266194
0.99996	25000	1.00136e-05	0.00268102
0.99997	33333.3	4.05312e-06	0.00263977
0.99998	50000	4.05312e-06	0.00280881
0.99999	100000	4.05312e-06	0.0026319
1.00001	3.26877e+11	3.09944e-06	0.00263405
1.00002	5.34163e+17	4.05312e-06	0.002635
1.00003	1.16369e+24	2.86102e-06	0.0026319
1.00004	2.85159e+30	4.05312e-06	0.00263906
1.00006	2.02852e+43	4.05312e-06	0.00262904
1.00008	1.62242e+56	4.05312e-06	0.00264096
1.0001	1.3833e+69	4.05312e-06	0.00262499
1.00012	1.22782e+82	4.05312e-06	0.00262785
1.00014	1.12029e+95	3.09944e-06	0.00263309
1.00016	1.04284e+108	4.05312e-06	0.00264096
1.00018	9.85566e+120	4.05312e-06	0.00263095
1.0002	9.42513e+133	5.00679e-06	0.00264215
1.00022	9.099e+146	3.09944e-06	0.00263095
1.00024	8.85205e+159	2.86102e-06	0.00264096
1.00026	8.66682e+172	3.09944e-06	0.00265312
1.00028	8.53086e+185	4.05312e-06	0.00265288
1.0003	8.43503e+198	3.8147e-06	0.00266004
