1	250000	4.29153e-05	8.79765e-05
0.99996	24998.9	1.00136e-05	8.29697e-05
0.99997	33314.9	9.05991e-06	7.67708e-05
0.99998	49663.1	9.05991e-06	7.58171e-05
0.99999	91791.4	9.05991e-06	7.39098e-05
1.00001	1.11825e+06	9.05991e-06	8.10623e-05
1.00002	7.3706e+06	1.5974e-05	0.000149012
1.00003	6.02328e+07	9.05991e-06	7.79629e-05
1.00004	5.50593e+08	8.10623e-06	8.60691e-05
1.00006	5.44703e+10	9.05991e-06	8.29697e-05
1.00008	6.06148e+12	9.05991e-06	8.2016e-05
1.0001	7.19421e+14	1.21593e-05	7.98702e-05
1.00012	8.89348e+16	1.50204e-05	7.29561e-05
1.00014	1.13071e+19	9.05991e-06	7.41482e-05
1.00016	1.46738e+21	8.10623e-06	7.70092e-05
1.00018	1.93432e+23	1.21593e-05	7.41482e-05
1.0002	2.58147e+25	9.05991e-06	8.29697e-05
1.00022	3.47958e+27	9.05991e-06	8.29697e-05
1.00024	4.72875e+29	8.10623e-06	7.70092e-05
1.00026	6.47067e+31	8.10623e-06	7.79629e-05
1.00028	8.90606e+33	9.05991e-06	7.67708e-05
1.0003	1.23197e+36	9.05991e-06	7.89165e-05
